ChangeID,Summary,Priority,StatusReason,Impact,ChangePlanning,Submitter,Coordinator,SubmitDateTime,SchStartDateTime,SchEndDateTime,ActualStartDateTime,ActualEndDateTime,CompletedDateTime,ClosedDateTime,CompletedYear,CompletedMonth,ChangeSuccess,ProdCat2,ProdCat3,OpCat1,OpCat2,Customer,CustomerOpco,CustomerGroup,CustomerDept,ApprovalDateTime,SchForAppDateTime,ImpInProgDateTime,LastModifiedDate,CompletedYearQtr,ClosedMonth,ClosedYearQtr
CRQ000000371713,"AL and GA, J ST, SDC, Macon Ciena Ring 3 Circuit Cuts Group 2",Medium,Successful,Moderate,Planned,GPB,TT,10:42:55 AM,6:00:00 PM,12:00:00 AM,6:00:00 PM,8:43:00 PM,9:32:06 AM,9:32:28 AM,2024,2024-02,Successful,Transport Device,Optical Transport Equipment,Upgrade/Modify,Transport,GPB,SCS,INFRASTRUCTURE SERVICES,TELECOM CORE SERVICES,10:43:37 AM,3:07:11 PM,5:41:08 PM,9:32:28 AM,2024-Q1,2024-02,2024-Q1
CRQ000000371714,"AL and GA, SDC, Columbus, Jackson, Macon Ciena Ring 3 Circuit Cuts Group 3",Medium,Successful,Moderate,Planned,GPB,TT,10:53:09 AM,6:00:00 PM,12:00:00 AM,6:00:00 PM,8:15:00 PM,12:18:10 PM,12:18:39 PM,2024,2024-02,Successful,Transport Device,Optical Transport Equipment,Upgrade/Modify,Transport,GPB,SCS,INFRASTRUCTURE SERVICES,TELECOM CORE SERVICES,10:41:09 AM,3:52:51 PM,5:41:06 PM,12:18:39 PM,2024-Q1,2024-02,2024-Q1
CRQ000000372621,"GA, Augusta. Various Sites, NOKIA SAR Software Upgrades",Low,Successful,Minor,Planned,MPH,TT,3:58:13 PM,9:00:00 AM,11:59:00 PM,12:15:00 PM,3:43:00 PM,1:13:42 PM,1:14:03 PM,2024,2024-03,Successful,Transport Device,Optical Transport Equipment,Upgrade/Modify,Transport,JMP,SCS,INFRASTRUCTURE SERVICES,TELECOM AGGREGATE SERVICES,8:20:13 PM,11:08:40 AM,8:41:09 AM,1:14:03 PM,2024-Q1,2024-03,2024-Q1
CRQ000000372624,"AL, Plant Farley, EBTS/Transport, Replace control board on Generator ATS",Low,Successful,Minor,Planned,TRC,TT,4:16:07 PM,9:30:00 AM,12:30:00 AM,10:17:00 AM,12:08:00 AM,9:30:17 AM,9:30:27 AM,2024,2024-02,Successful,Facilities Component,Generator,Repair,Transport,TC,SCS,INFRASTRUCTURE SERVICES,FO SW-PROJECTS,9:17:58 AM,3:01:58 PM,9:01:13 AM,11:25:25 AM,2024-Q1,2024-02,2024-Q1
CRQ000000372712,"GA, Chester, Various Sites, NOKIA SAR Software Upgrades",Medium,Successful,Moderate,Planned,MPH,TT,3:22:59 PM,9:00:00 AM,11:59:00 PM,9:00:00 AM,7:36:00 PM,9:40:56 AM,9:41:17 AM,2024,2024-03,Successful,Transport Device,Optical Transport Equipment,Upgrade/Modify,Transport,JMP,SCS,INFRASTRUCTURE SERVICES,TELECOM AGGREGATE SERVICES,8:19:58 AM,11:03:51 AM,8:40:36 AM,9:41:17 AM,2024-Q1,2024-03,2024-Q1
CRQ000000372806,"AL, Michigan Ave ENODEB, DC Plant Upgrade",Low,Successful,Minor,Planned,LPE,TT,9:43:57 AM,12:00:00 PM,5:00:00 PM,12:00:00 PM,5:00:00 PM,9:31:06 AM,9:31:14 AM,2024,2024-02,Successful,Facilities Component,DC Backup System,Upgrade/Modify,Transport,WLP,COM,PRODUCT DEVELOPMENT & SUPPORT,SE RAN OPS,2:06:26 PM,2:46:20 PM,11:41:15 AM,9:31:13 AM,2024-Q1,2024-02,2024-Q1
CRQ000000372904,"AL, SW Mobile ENODEB, DC Plant Upgrade",Low,Successful,Minor,Planned,LPE,TT,9:48:44 AM,9:00:00 AM,12:00:00 PM,9:00:00 AM,12:00:00 PM,12:08:57 PM,12:09:06 PM,2024,2024-02,Successful,Facilities Component,DC Backup System,Upgrade/Modify,Transport,WLP,COM,PRODUCT DEVELOPMENT & SUPPORT,SE RAN OPS,11:45:38 AM,3:42:26 PM,8:41:16 AM,12:09:05 PM,2024-Q1,2024-02,2024-Q1
CRQ000000372905,"AL, Wheelerville ENODEB, DC Plant Upgrade",Low,Successful,Minor,Planned,LPE,TT,9:53:22 AM,12:00:00 PM,5:00:00 PM,12:00:00 PM,5:00:00 PM,12:14:12 PM,12:14:19 PM,2024,2024-02,Successful,Facilities Component,DC Backup System,Upgrade/Modify,Transport,WLP,COM,PRODUCT DEVELOPMENT & SUPPORT,SE RAN OPS,11:46:08 AM,3:43:40 PM,11:41:23 AM,12:14:19 PM,2024-Q1,2024-02,2024-Q1
CRQ000000372906,"AL, Hank Aaron Stadium ENODEB, DC Plant Upgrade",Low,Successful,Minor,Planned,LPE,TT,9:58:28 AM,9:00:00 AM,2:00:00 PM,9:00:00 AM,2:00:00 PM,10:34:34 AM,10:35:16 AM,2024,2024-02,Successful,Facilities Component,DC Backup System,Upgrade/Modify,Transport,WLP,COM,PRODUCT DEVELOPMENT & SUPPORT,SE RAN OPS,11:46:37 AM,11:22:10 AM,8:41:14 AM,10:35:16 AM,2024-Q1,2024-02,2024-Q1
CRQ000000373000,"AL, Toulminville ENODEB, DC Plant Upgrade",Low,Successful,Minor,Planned,LPE,TT,9:36:53 AM,9:00:00 AM,12:00:00 PM,9:00:00 AM,12:00:00 PM,9:27:20 AM,9:27:38 AM,2024,2024-02,Successful,Facilities Component,DC Backup System,Upgrade/Modify,Transport,WLP,COM,PRODUCT DEVELOPMENT & SUPPORT,SE RAN OPS,2:05:29 PM,2:39:10 PM,8:41:12 AM,9:27:38 AM,2024-Q1,2024-02,2024-Q1
CRQ000000373013,"AL, Birmingham, APCO Bank Annex, Upgrade RADWIN RADIO",Low,Successful,Minor,Planned,MSM,TT,1:44:59 PM,10:00:00 AM,4:00:00 PM,10:21:00 AM,11:17:00 AM,12:07:33 PM,12:07:40 PM,2024,2024-02,Successful,Transport Device,Microwave TX/RX (Unlicensed),Upgrade/Modify,Transport,MSM,SCS,INFRASTRUCTURE SERVICES,FO AL OPERATIONS,1:28:22 PM,11:24:37 AM,9:41:18 AM,10:49:05 AM,2024-Q1,2024-02,2024-Q1
CRQ000000373306,"GA, Bainbridge OH, communications room, Replace house UPS",Low,Successful,Minor,Planned,NSI,TT,10:38:23 AM,9:00:00 AM,6:00:00 PM,9:01:00 AM,2:24:00 PM,7:42:44 PM,7:42:59 PM,2024,2024-02,Successful,Facilities Component,Uninterruptable Power Supply (UPS),Upgrade/Modify,Transport,NS,SCS,INFRASTRUCTURE SERVICES,FO SE OPERATIONS,1:29:10 PM,11:27:36 AM,8:42:13 AM,11:31:19 AM,2024-Q1,2024-02,2024-Q1
CRQ000000373808,"AL, Hartsfield Jackson Substation, Turn down Swan Port",Low,Successful,Minor,Planned,DAP,TT,12:28:58 PM,9:00:00 AM,10:00:00 AM,9:05:00 AM,10:00:00 AM,9:46:37 AM,9:46:47 AM,2024,2024-02,Successful,Transport Device,Other Transport Device,Remove/Retire,Transport,DAP,SCS,INFRASTRUCTURE SERVICES,TELECOM EDGE SERVICES,8:12:52 PM,10:53:54 AM,8:41:14 AM,9:46:46 AM,2024-Q1,2024-02,2024-Q1
CRQ000000373823,"AL, Wilmer EBTS, rectifier plant replacement",Low,Successful,Minor,Planned,RBK,TT,9:08:36 PM,10:00:00 AM,2:00:00 PM,10:00:00 AM,2:00:00 PM,4:06:50 PM,4:07:00 PM,2024,2024-02,Successful,Facilities Component,DC Backup System,Remove/Retire,Transport,RBK,COM,PRODUCT DEVELOPMENT & SUPPORT,NW RAN OPS,2:34:21 PM,10:51:34 AM,9:41:10 AM,4:07:00 PM,2024-Q1,2024-02,2024-Q1
CRQ000000374613,"GA, N. GA ICON Ring, Remove Port Group 4 & 5",Medium,Successful,Moderate,Planned,RPY,TT,1:47:42 PM,10:00:00 AM,1:30:00 PM,10:15:00 AM,11:53:00 AM,4:04:15 PM,4:04:45 PM,2024,2024-02,Successful,Transport Device,Optical Transport Equipment,Remove/Retire,Transport,RY,SCS,INFRASTRUCTURE SERVICES,TELECOM EDGE SERVICES,10:42:22 PM,10:46:22 AM,9:41:10 AM,4:04:44 PM,2024-Q1,2024-02,2024-Q1
CRQ000000374817,"AL, Auburn, ONT Firmware Upgrades",Low,Successful,Minor,Planned,NNU,TT,2:35:37 PM,2:00:00 PM,5:00:00 PM,2:05:00 PM,4:22:00 PM,9:40:38 AM,9:40:58 AM,2024,2024-02,Successful,Transport Device,Optical Transport Equipment,Upgrade/Modify,Transport,NN,SCS,INFRASTRUCTURE SERVICES,TELECOM EDGE SERVICES,2:34:55 PM,10:55:26 AM,1:42:03 PM,9:40:57 AM,2024-Q1,2024-02,2024-Q1
CRQ000000374819,"AL, Auburn, OLT Firmware Upgrades",Low,Successful,Minor,Planned,NNU,TT,2:48:47 PM,9:00:00 AM,1:00:00 PM,9:00:00 AM,1:00:00 PM,9:41:00 AM,9:41:10 AM,2024,2024-03,Successful,Transport Device,Optical Transport Equipment,Upgrade/Modify,Transport,NN,SCS,INFRASTRUCTURE SERVICES,TELECOM EDGE SERVICES,8:18:40 PM,10:57:07 AM,8:40:32 AM,9:41:10 AM,2024-Q1,2024-03,2024-Q1
CRQ000000375025,"GA, WAYCROSS, TRANSPORT BUILDING, REPLACE ATS, GENERATOR",Low,Successful,Minor,Planned,MVW,TT,5:55:15 PM,8:00:00 AM,4:00:00 PM,8:00:00 AM,4:00:00 PM,10:41:53 AM,10:42:09 AM,2024,2024-03,Successful,Facilities Component,Generator,Upgrade/Modify,Transport,MVW,SCS,INFRASTRUCTURE SERVICES,TECH INFRASTRUCTURE ENGRG,2:38:23 PM,10:59:23 AM,7:41:04 AM,5:01:15 PM,2024-Q1,2024-03,2024-Q1
CRQ000000375126,"AL, B'ham, APCO HQ, NOKIA SAR Software Upgrades",Medium,Successful,Moderate,Planned,MPH,TT,4:33:41 PM,9:00:00 AM,11:59:00 PM,9:29:00 AM,7:48:00 PM,9:43:14 AM,9:43:43 AM,2024,2024-03,Successful,Transport Device,Optical Transport Equipment,Upgrade/Modify,Transport,JMP,SCS,INFRASTRUCTURE SERVICES,TELECOM AGGREGATE SERVICES,8:22:22 AM,10:27:38 AM,8:41:47 AM,9:43:43 AM,2024-Q1,2024-03,2024-Q1
CRQ000000375128,"AL, Lowndesboro EBTS, rectifier plant replacement",Low,Successful,Minor,Planned,RBK,TT,6:02:18 PM,10:00:00 AM,3:00:00 PM,10:00:00 AM,3:00:00 PM,9:42:05 AM,9:42:14 AM,2024,2024-03,Successful,Facilities Component,DC Backup System,Remove/Retire,Transport,RBK,COM,PRODUCT DEVELOPMENT & SUPPORT,NW RAN OPS,8:03:56 PM,10:22:48 AM,9:42:11 AM,9:42:14 AM,2024-Q1,2024-03,2024-Q1
CRQ000000375130,"MS, Leakesville EBTS, rectifier plant replacement",Low,Successful,Minor,Planned,RBK,TT,10:36:41 PM,10:30:00 AM,3:30:00 PM,10:30:00 AM,3:30:00 PM,4:06:18 PM,4:06:24 PM,2024,2024-02,Successful,Facilities Component,DC Backup System,Remove/Retire,Transport,RBK,COM,PRODUCT DEVELOPMENT & SUPPORT,NW RAN OPS,9:19:19 PM,10:24:18 AM,10:03:19 AM,4:06:24 PM,2024-Q1,2024-02,2024-Q1
CRQ000000375223,"AL, Selma EBTS, rectifier plant replacement",Low,Successful,Minor,Planned,RBK,TT,5:57:21 PM,10:00:00 AM,3:00:00 PM,10:00:00 AM,3:00:00 PM,9:49:01 AM,9:49:07 AM,2024,2024-02,Successful,Facilities Component,DC Backup System,Remove/Retire,Transport,RBK,COM,PRODUCT DEVELOPMENT & SUPPORT,NW RAN OPS,8:03:16 PM,10:21:13 AM,9:41:15 AM,9:49:06 AM,2024-Q1,2024-02,2024-Q1
CRQ000000375309,"AL, Cheaha, Anniston, Nokia Wavence M/W radio, add 11GHz to existing 6GHz. (BACKUP DATE)",Low,Successful,Minor,Planned,WJL,TT,11:55:42 AM,8:30:00 AM,7:30:00 PM,8:30:00 AM,7:30:00 PM,9:45:39 AM,9:45:54 AM,2024,2024-04,Successful,Transport Device,Microwave TX/RX (Licensed),Upgrade/Modify,Transport,WJL,SCS,INFRASTRUCTURE SERVICES,TELECOM AGGREGATE SERVICES,2:00:13 PM,10:21:49 AM,8:01:13 AM,9:45:51 AM,2024-Q2,2024-04,2024-Q2
CRQ000000375327,"AL, B'ham, APCO HQ, NOKIA SAR Software Upgrades",Medium,Successful,Moderate,Planned,MPH,TT,4:48:35 PM,9:00:00 AM,11:59:00 PM,11:57:00 AM,6:51:00 PM,9:10:35 AM,9:11:17 AM,2024,2024-03,Successful,Transport Device,Optical Transport Equipment,Upgrade/Modify,Transport,JMP,SCS,INFRASTRUCTURE SERVICES,TELECOM AGGREGATE SERVICES,8:21:34 AM,10:31:01 AM,8:41:13 AM,9:11:17 AM,2024-Q1,2024-03,2024-Q1
CRQ000000375423,"GA, Various Locations, Migrate Ciena 6500 customer traffic to (ADM) Ring 5 Group 1",Medium,Successful,Moderate,Planned,ADL,TT,9:22:50 PM,6:00:00 PM,11:59:00 PM,6:00:00 PM,11:59:00 PM,9:30:39 AM,9:31:18 AM,2024,2024-03,Successful,Transport Device,Optical Transport Equipment,Upgrade/Modify,Transport,ADL,SCS,INFRASTRUCTURE SERVICES,TELECOM CORE SERVICES,1:20:11 PM,12:21:31 PM,5:41:49 PM,9:31:17 AM,2024-Q1,2024-03,2024-Q1
CRQ000000375427,"GA, Various Locations, Migrate Ciena 6500 customer traffic to (ADM) Ring 5 Group 3",Medium,Successful,Moderate,Planned,ADL,TT,9:34:35 PM,6:00:00 PM,11:59:00 PM,6:00:00 PM,7:01:00 PM,9:47:29 AM,9:47:46 AM,2024,2024-03,Successful,Transport Device,Optical Transport Equipment,Upgrade/Modify,Transport,ADL,SCS,INFRASTRUCTURE SERVICES,TELECOM CORE SERVICES,2:54:05 PM,12:26:20 PM,5:41:08 PM,9:47:45 AM,2024-Q1,2024-03,2024-Q1
CRQ000000375523,"AL, Fayette, Splicing in Fibers for AFN+Tombigbee",Low,Successful,Minor,Planned,DKG,TT,8:17:17 PM,7:00:00 AM,7:00:00 PM,7:00:00 AM,7:00:00 PM,9:37:38 AM,9:37:48 AM,2024,2024-03,Successful,Transport Device,FIBER OPTIC TRANSPORT - FDP / OSP,Install,Transport,DKG,SCS,INFRASTRUCTURE SERVICES,FO AL FIBER TO DISTRIBUTION,9:17:35 PM,4:09:20 PM,6:41:11 AM,11:00:39 AM,2024-Q1,2024-03,2024-Q1
CRQ000000375626,"GA, Various Locations, Migrate Ciena 6500 customer traffic to (ADM) Ring 5 Group 2",Medium,Successful,Moderate,Planned,ADL,TT,9:21:05 PM,6:00:00 PM,11:59:00 PM,6:00:00 PM,11:59:00 PM,9:56:37 AM,9:57:42 AM,2024,2024-03,Successful,Transport Device,Optical Transport Equipment,Upgrade/Modify,Transport,ADL,SCS,INFRASTRUCTURE SERVICES,TELECOM CORE SERVICES,1:21:07 PM,12:23:59 PM,5:41:40 PM,9:57:42 AM,2024-Q1,2024-03,2024-Q1
CRQ000000375918,"GA, Alto Mtn, Various sites, NOKIA SAR Software Upgrades",Low,Successful,Minor,Planned,MPH,TT,2:59:00 PM,9:00:00 AM,11:59:00 PM,9:11:00 AM,5:07:00 PM,9:32:17 AM,9:32:28 AM,2024,2024-03,Successful,Transport Device,Optical Transport Equipment,Upgrade/Modify,Transport,JMP,SCS,INFRASTRUCTURE SERVICES,TELECOM AGGREGATE SERVICES,4:34:31 PM,3:52:05 PM,8:40:38 AM,9:32:28 AM,2024-Q1,2024-03,2024-Q1
CRQ000000375921,"GA, Albany, Various Sites, NOKIA SAR Software Upgrades",Medium,Successful,Moderate,Planned,MPH,TT,3:20:42 PM,9:00:00 AM,11:59:00 PM,9:00:00 AM,2:26:00 PM,2:41:42 PM,2:43:41 PM,2024,2024-03,Successful,Transport Device,Optical Transport Equipment,Upgrade/Modify,Transport,JMP,SCS,INFRASTRUCTURE SERVICES,TELECOM AGGREGATE SERVICES,5:24:54 PM,4:01:44 PM,8:40:37 AM,2:43:41 PM,2024-Q1,2024-03,2024-Q1
CRQ000000376200,"AL, Montgomery, Carmichael Rd EBTS, rectifier plant replacement",Low,Successful,Minor,Planned,RBK,TT,11:01:33 PM,10:00:00 AM,3:00:00 PM,10:00:00 AM,3:00:00 PM,9:55:29 AM,9:55:54 AM,2024,2024-03,Successful,Facilities Component,DC Backup System,Remove/Retire,Transport,RBK,COM,PRODUCT DEVELOPMENT & SUPPORT,NW RAN OPS,4:54:48 PM,3:50:11 PM,9:43:27 AM,9:55:54 AM,2024-Q1,2024-03,2024-Q1
CRQ000000376439,"AL, Montgomery, splicing 24 fibers to Whitman Colo Hut",Low,Successful,Minor,Planned,DKG,TT,4:42:10 PM,7:00:00 AM,7:00:00 PM,7:00:00 AM,7:00:00 PM,9:15:24 AM,9:15:33 AM,2024,2024-03,Successful,Transport Device,FIBER OPTIC TRANSPORT - FDP / OSP,Install,Transport,DKG,SCS,INFRASTRUCTURE SERVICES,FO AL FIBER TO DISTRIBUTION,5:02:01 PM,3:48:25 PM,6:43:12 AM,11:00:39 AM,2024-Q1,2024-03,2024-Q1
CRQ000000376735,"AL, Tuscaloosa, Replace Damaged Fiber Jumper Between DWDM WSS cards at Tusc 4th St",Low,Successful,Minor,Planned,DRB,TT,5:06:11 PM,6:00:00 PM,8:00:00 PM,6:00:00 PM,8:00:00 PM,9:13:14 AM,9:13:21 AM,2024,2024-03,Successful,Transport Device,Optical Transport Equipment,Repair,Transport,DRB,SCS,INFRASTRUCTURE SERVICES,TELECOM CORE SERVICES,7:41:34 AM,9:49:45 AM,5:42:07 PM,9:13:20 AM,2024-Q1,2024-03,2024-Q1
CRQ000000376915,"AL, South Tuscaloosa TS to Eutaw TS, splice dark fibers",Low,Successful,Minor,Planned,DWM,TT,1:49:15 PM,7:00:00 PM,6:00:00 AM,7:00:00 PM,6:00:00 AM,10:47:52 AM,10:47:58 AM,2024,2024-03,Successful,Transport Device,FIBER OPTIC TRANSPORT - FDP / OSP,Upgrade/Modify,Transport,DWM,SCS,INFRASTRUCTURE SERVICES,FO AL LONG HAUL FIBER,1:37:27 PM,10:11:09 AM,6:40:11 PM,11:13:48 AM,2024-Q1,2024-03,2024-Q1
CRQ000000377012,"AL, Columbia EBTS A9488, Plant Farley, adding CBRS to existing Skymounts",Low,Successful,Minor,Planned,CDL,TT,3:15:13 PM,9:00:00 AM,8:00:00 PM,1:12:00 PM,11:40:00 AM,1:45:05 PM,1:45:57 PM,2024,2024-03,Successful,Transport Device,Antenna System,Install,Transport,CDL,COM,PRODUCT DEVELOPMENT & SUPPORT,RAN OPERATIONS,11:33:17 AM,10:05:44 AM,8:40:38 AM,1:45:53 PM,2024-Q1,2024-03,2024-Q1
CRQ000000377103,"AL, Birmingham ICON Ring, AL P&C working on circuit",Low,Successful,Minor,Planned,RPY,TT,10:32:43 AM,9:00:00 AM,6:00:00 PM,9:00:00 AM,6:00:00 PM,9:53:43 AM,9:53:50 AM,2024,2024-03,Successful,Transport Device,Optical Transport Equipment,Upgrade/Modify,Transport,RY,SCS,INFRASTRUCTURE SERVICES,TELECOM EDGE SERVICES,9:49:20 AM,9:45:14 AM,8:43:20 AM,9:53:50 AM,2024-Q1,2024-03,2024-Q1
CRQ000000377112,"AL, South Tuscaloosa TS to Alberta City SS, splice dark fibers",Low,Successful,Minor,Planned,DWM,TT,1:06:33 PM,7:00:00 PM,3:00:00 AM,7:00:00 PM,7:00:00 PM,9:36:06 AM,9:36:36 AM,2024,2024-03,Successful,Transport Device,FIBER OPTIC TRANSPORT - FDP / OSP,Upgrade/Modify,Transport,DWM,SCS,INFRASTRUCTURE SERVICES,FO AL LONG HAUL FIBER,1:36:08 PM,10:09:08 AM,6:40:11 PM,11:13:48 AM,2024-Q1,2024-03,2024-Q1
CRQ000000377113,"AL, South Tuscaloosa TS to Alberta City SS, splice dark fibers (BACKUP DATE)",Low,Successful,Minor,Planned,DWM,TT,1:06:37 PM,7:00:00 PM,3:00:00 AM,7:00:00 PM,3:00:00 AM,9:23:48 AM,9:29:45 AM,2024,2024-03,Successful,Transport Device,FIBER OPTIC TRANSPORT - FDP / OSP,Upgrade/Modify,Transport,DWM,SCS,INFRASTRUCTURE SERVICES,FO AL LONG HAUL FIBER,1:36:34 PM,10:10:06 AM,6:40:06 PM,11:13:48 AM,2024-Q1,2024-03,2024-Q1
CRQ000000377118,"AL, Various Sites, Cut SoNet WAN Ckts at Roanoke BO and Crew HQ to new COAM fiber.",Low,Successful,Minor,Planned,MPH,TT,2:12:24 PM,6:00:00 PM,8:00:00 PM,6:00:00 PM,8:00:00 PM,1:16:09 PM,1:17:07 PM,2024,2024-03,Successful,Transport Device,Optical Transport Equipment,Upgrade/Modify,Transport,JMP,SCS,INFRASTRUCTURE SERVICES,TELECOM AGGREGATE SERVICES,10:16:23 AM,9:55:24 AM,5:41:08 PM,1:17:06 PM,2024-Q1,2024-03,2024-Q1
CRQ000000377120,"GA, Atlanta, 270 Peachtree, Re-Installing Breakers & Power to BDFB",Low,Successful,Minor,Planned,SDG,TT,4:04:18 PM,10:30:00 PM,6:00:00 AM,10:30:00 PM,12:15:00 AM,10:07:52 AM,10:08:00 AM,2024,2024-03,Successful,Facilities Component,DC Backup System,Install,Transport,SDG,APC,,STI,7:41:50 AM,9:46:15 AM,10:01:41 PM,10:08:00 AM,2024-Q1,2024-03,2024-Q1
CRQ000000377313,"GA, LaGrange Transmission ROW, Splice new section of OPGW",Low,Successful,Minor,Planned,JLM,TT,12:27:42 PM,7:00:00 AM,6:00:00 PM,7:03:00 AM,2:12:00 PM,10:08:22 AM,10:08:32 AM,2024,2024-03,Successful,Transport Device,FIBER OPTIC TRANSPORT - FDP / OSP,Install,Transport,JM,SCS,INFRASTRUCTURE SERVICES,FO GA LONG HAUL FIBER,3:01:31 PM,10:23:19 AM,6:42:11 AM,11:06:11 AM,2024-Q1,2024-03,2024-Q1
CRQ000000377330,"AL, Birmingham APC HQ to S Bessemer, Ciena 6500 Fiber Connection",Medium,Successful,Moderate,Planned,GPB,TT,3:25:20 PM,11:00:00 AM,12:59:00 AM,11:00:00 AM,12:59:00 AM,9:02:22 AM,9:03:03 AM,2024,2024-03,Successful,Transport Device,Optical Transport Equipment,Upgrade/Modify,Transport,GPB,SCS,INFRASTRUCTURE SERVICES,TELECOM CORE SERVICES,2:08:44 PM,12:55:10 PM,10:40:39 AM,9:03:03 AM,2024-Q1,2024-03,2024-Q1
CRQ000000377408,"AL, Goodsprings TS to Gorgas #1, splice fiber for FUN network",Low,Successful,Minor,Planned,DWM,TT,11:20:21 AM,7:00:00 PM,6:00:00 AM,7:59:00 PM,12:33:00 AM,11:13:39 AM,11:13:46 AM,2024,2024-03,Successful,Transport Device,FIBER OPTIC TRANSPORT - FDP / OSP,Upgrade/Modify,Transport,DWM,SCS,INFRASTRUCTURE SERVICES,FO AL LONG HAUL FIBER,1:38:29 PM,10:14:05 AM,6:41:08 PM,11:13:48 AM,2024-Q1,2024-03,2024-Q1
CRQ000000377512,"GA, PEARSON EBTS, REPLACE CHASSIS ON PEARSON - SOUTH PEARSON MINILINK MICROWAVE PATH",Low,Successful,Minor,Planned,WKA,TT,12:46:51 PM,9:00:00 AM,1:00:00 PM,9:25:00 AM,1:00:00 PM,2:05:48 PM,2:06:01 PM,2024,2024-03,Successful,Transport Device,Microwave TX/RX (Licensed),Repair,Transport,WK,SCS,INFRASTRUCTURE SERVICES,FO SE OPERATIONS,5:20:02 PM,4:14:11 PM,8:41:12 AM,11:31:19 AM,2024-Q1,2024-03,2024-Q1
CRQ000000377518,"AL, B'ham, Leaf Lake, NOKIA SAR Software Upgrades",Medium,Successful,Moderate,Planned,MPH,TT,2:28:55 PM,10:00:00 AM,6:00:00 PM,10:41:00 AM,12:54:00 PM,11:26:46 AM,11:28:50 AM,2024,2024-04,Successful,Transport Device,Optical Transport Equipment,Upgrade/Modify,Transport,JMP,SCS,INFRASTRUCTURE SERVICES,TELECOM AGGREGATE SERVICES,11:34:54 AM,4:53:02 PM,9:43:05 AM,11:28:50 AM,2024-Q2,2024-04,2024-Q2
CRQ000000377523,"AL, Bessemer TS Telecom, OLT Alarm and redundancy testing (BACKUP DATE)",Low,Successful,Minor,Planned,JGL,TT,3:55:37 PM,10:30:00 AM,12:30:00 PM,10:30:00 AM,12:30:00 PM,11:25:16 AM,11:25:22 AM,2024,2024-03,Successful,Transport Device,Optical Transport Equipment,Upgrade/Modify,Transport,JGL,SCS,INFRASTRUCTURE SERVICES,TELECOM EDGE SERVICES,9:15:13 AM,10:14:14 AM,10:00:40 AM,11:25:22 AM,2024-Q1,2024-03,2024-Q1
CRQ000000377617,"AL, Montgomery, Lake Martin, Abbeville, Cabinet ONT Firmware Upgrades",Low,Successful,Minor,Planned,NNU,TT,5:14:21 PM,10:00:00 AM,1:00:00 PM,10:07:00 AM,12:45:00 PM,9:43:12 AM,9:43:27 AM,2024,2024-03,Successful,Transport Device,Optical Transport Equipment,Upgrade/Modify,Transport,NN,SCS,INFRASTRUCTURE SERVICES,TELECOM EDGE SERVICES,7:42:22 AM,10:30:59 AM,9:40:38 AM,9:43:27 AM,2024-Q1,2024-03,2024-Q1
CRQ000000377618,"AL, Birmingham, Trussville, Alabaster, Cabinet ONT Firmware Upgrades",Low,Successful,Minor,Planned,NNU,TT,5:29:19 PM,6:00:00 PM,9:00:00 PM,6:07:00 PM,10:11:00 PM,9:44:43 AM,9:44:51 AM,2024,2024-03,Successful,Transport Device,Optical Transport Equipment,Upgrade/Modify,Transport,NN,SCS,INFRASTRUCTURE SERVICES,TELECOM EDGE SERVICES,7:42:31 AM,10:32:00 AM,5:41:04 PM,9:44:51 AM,2024-Q1,2024-03,2024-Q1
CRQ000000377710,"AL, Bessemer TS Telecom, OLT Alarm and redundancy testing",Low,Successful,Minor,Planned,JGL,TT,3:55:33 PM,10:00:00 AM,12:00:00 PM,10:00:00 AM,12:00:00 PM,10:06:29 AM,10:06:43 AM,2024,2024-03,Successful,Transport Device,Optical Transport Equipment,Upgrade/Modify,Transport,JGL,SCS,INFRASTRUCTURE SERVICES,TELECOM EDGE SERVICES,9:13:19 AM,10:13:09 AM,9:41:14 AM,10:06:41 AM,2024-Q1,2024-03,2024-Q1
CRQ000000378004,"AL, Fayette, Demopolis, Jasper, Cabinet ONT Firmware Upgrades",Low,Successful,Minor,Planned,NNU,TT,9:09:07 AM,6:00:00 PM,9:00:00 PM,6:29:00 PM,7:29:00 PM,1:33:07 PM,1:34:07 PM,2024,2024-03,Successful,Transport Device,Optical Transport Equipment,Upgrade/Modify,Transport,NN,SCS,INFRASTRUCTURE SERVICES,TELECOM EDGE SERVICES,7:42:25 AM,10:32:57 AM,5:41:08 PM,1:34:07 PM,2024-Q1,2024-03,2024-Q1
CRQ000000378109,"AL, Greene County to Bassett Creek ICON Ring, Epipe addition",Low,Successful,Minor,Planned,RPY,TT,12:05:28 PM,10:00:00 AM,1:00:00 PM,10:00:00 AM,1:00:00 PM,11:06:31 AM,11:06:38 AM,2024,2024-03,Successful,Transport Device,Other Transport Device,Upgrade/Modify,Transport,RY,SCS,INFRASTRUCTURE SERVICES,TELECOM EDGE SERVICES,12:57:10 PM,11:55:20 AM,9:40:34 AM,11:06:37 AM,2024-Q1,2024-03,2024-Q1
